Id,MSSubClass,MSZoning,LotArea,Street,Utilities,BldgType,OverallQual,OverallCond,BsmtQual,YearBuilt,ExterQual,ExterCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GarageCars,GarageCond,SalePrice
2244,180,RM,1974,Pave,AllPub,Twnhs,4,7,Gd,1973,TA,Gd,526.0,GasA,526,462,1.0,TA,
2245,180,RM,1596,Pave,AllPub,Twnhs,4,6,Gd,1973,TA,TA,462.0,GasA,526,462,1.0,TA,
2246,20,RL,17979,Pave,AllPub,1Fam,5,6,TA,1968,TA,Gd,1113.0,GasA,1160,0,1.0,TA,
2247,160,RM,1477,Pave,AllPub,Twnhs,6,9,TA,1970,TA,Gd,546.0,GasA,546,546,0.0,,
2248,20,RL,6490,Pave,AllPub,1Fam,5,7,TA,1983,TA,Gd,816.0,GasA,816,0,1.0,TA,
2249,20,RL,6600,Pave,AllPub,1Fam,5,6,TA,1982,TA,TA,845.0,GasA,845,0,1.0,TA,
2250,20,RL,12395,Pave,AllPub,1Fam,5,6,TA,1984,TA,TA,864.0,GasA,889,0,2.0,TA,
2251,70,,56600,Pave,AllPub,1Fam,5,1,TA,1900,TA,TA,686.0,GasA,1150,686,1.0,Fa,
2252,20,RL,10667,Pave,AllPub,1Fam,6,6,TA,1971,TA,TA,1587.0,GasA,1587,0,2.0,TA,
2253,80,RL,8872,Pave,AllPub,1Fam,6,5,Gd,1997,TA,TA,384.0,GasA,754,630,2.0,TA,
2254,80,RL,10147,Pave,AllPub,1Fam,6,5,Gd,1994,TA,TA,392.0,GasA,924,770,2.0,TA,
2255,60,RL,8637,Pave,AllPub,1Fam,6,5,Gd,1999,TA,TA,923.0,GasA,947,767,2.0,TA,
2256,60,RL,7875,Pave,AllPub,1Fam,7,5,Gd,1996,Gd,TA,691.0,GasA,691,862,2.0,TA,
2257,60,RL,7500,Pave,AllPub,1Fam,6,5,Gd,1999,TA,TA,938.0,GasA,957,1342,2.0,TA,
2258,20,RL,9556,Pave,AllPub,1Fam,7,5,Gd,1992,TA,TA,1168.0,GasA,1187,0,2.0,TA,
2259,60,RL,7655,Pave,AllPub,1Fam,6,5,Gd,1993,TA,TA,903.0,GasA,910,732,2.0,TA,
2260,20,RL,18160,Grvl,AllPub,1Fam,6,6,TA,1964,TA,TA,1302.0,GasA,1128,0,2.0,TA,
2261,120,RL,4740,Pave,AllPub,TwnhsE,8,5,Gd,1988,Gd,TA,1166.0,GasA,1179,0,2.0,TA,
2262,120,RL,5118,Pave,AllPub,TwnhsE,8,5,Gd,1990,Gd,TA,1312.0,GasA,1321,0,2.0,TA,
2263,60,RL,12328,Pave,AllPub,1Fam,8,5,Ex,2005,Gd,TA,1149.0,GasA,1164,1377,3.0,TA,
2264,20,RL,51974,Pave,AllPub,1Fam,9,5,Ex,2006,Ex,TA,2660.0,GasA,2338,0,3.0,TA,
2265,190,RL,41600,Pave,AllPub,2fmCon,5,5,Gd,1969,TA,TA,1100.0,GasW,1424,0,3.0,TA,
2266,120,RL,8035,Pave,AllPub,TwnhsE,9,5,Ex,2006,Gd,TA,1612.0,GasA,1612,0,2.0,TA,
2267,20,RL,14082,Pave,AllPub,1Fam,8,5,Ex,2006,Gd,TA,2220.0,GasA,2234,0,2.0,TA,
2268,20,RL,13870,Pave,AllPub,1Fam,10,5,Ex,2006,Ex,TA,1742.0,GasA,2042,0,3.0,TA,
2269,20,RL,10960,Pave,AllPub,1Fam,6,5,Gd,1984,TA,TA,1284.0,GasA,1284,0,2.0,TA,
2270,60,RL,12090,Pave,AllPub,1Fam,7,7,Gd,1981,Gd,TA,725.0,GasA,725,754,2.0,TA,
2271,20,RL,12299,Pave,AllPub,1Fam,7,6,Gd,1978,TA,TA,1529.0,GasA,1664,0,2.0,TA,
2272,60,RL,11339,Pave,AllPub,1Fam,7,5,Gd,1979,TA,TA,780.0,GasA,1085,845,2.0,TA,
2273,20,RL,11850,Pave,AllPub,1Fam,6,6,Gd,1984,TA,TA,1153.0,GasA,1177,0,2.0,TA,
2274,20,RL,10400,Pave,AllPub,1Fam,6,5,Gd,1979,TA,TA,1259.0,GasA,1353,0,2.0,TA,
2275,20,RL,13001,Pave,AllPub,1Fam,6,5,TA,1971,TA,TA,1625.0,GasA,1220,0,2.0,TA,
2276,80,RL,8991,Pave,AllPub,1Fam,7,6,Gd,1976,TA,TA,1228.0,GasA,1324,0,2.0,TA,
2277,60,RL,8000,Pave,AllPub,1Fam,6,6,TA,1974,TA,TA,1084.0,GasA,1084,793,2.0,TA,
2278,20,RL,9457,Pave,AllPub,1Fam,5,6,TA,1970,TA,TA,925.0,GasA,1422,0,2.0,TA,
2279,20,RL,7920,Pave,AllPub,1Fam,5,5,TA,1970,TA,TA,914.0,GasA,914,0,1.0,Gd,
2280,20,RL,17199,Pave,AllPub,1Fam,4,7,TA,1961,TA,Gd,914.0,GasA,914,0,1.0,TA,
2281,120,RH,4113,Pave,AllPub,TwnhsE,6,5,Gd,2001,Gd,TA,1337.0,GasA,1337,0,2.0,TA,
2282,120,RH,10943,Pave,AllPub,TwnhsE,6,5,Gd,1997,Gd,TA,1405.0,GasA,1337,0,2.0,TA,
2283,160,RM,2205,Pave,AllPub,Twnhs,6,6,TA,1973,TA,TA,525.0,GasA,525,567,1.0,TA,
2284,160,RM,2058,Pave,AllPub,Twnhs,6,5,TA,1973,TA,TA,672.0,GasA,672,546,1.0,TA,
2285,120,RL,2304,Pave,AllPub,Twnhs,7,7,Gd,1978,TA,TA,1061.0,GasA,1055,0,1.0,TA,
2286,20,RL,7150,Pave,AllPub,1Fam,5,6,TA,1966,TA,TA,988.0,GasA,988,0,1.0,TA,
2287,20,RL,12469,Pave,AllPub,1Fam,9,5,Ex,2006,Ex,TA,1790.0,GasA,1816,0,3.0,TA,
2288,20,RL,11825,Pave,AllPub,1Fam,8,5,Ex,2006,Gd,TA,1694.0,GasA,1694,0,3.0,TA,
2289,20,RL,14333,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,2108.0,GasA,2122,0,3.0,TA,
2290,60,RL,13641,Pave,AllPub,1Fam,9,5,Ex,2007,Ex,TA,1934.0,GasA,1943,713,3.0,TA,
2291,60,RL,13440,Pave,AllPub,1Fam,8,5,Ex,2006,Gd,TA,1108.0,GasA,1148,1402,3.0,TA,
2292,20,RL,15431,Pave,AllPub,1Fam,10,5,Ex,2005,Ex,TA,1994.0,GasA,2046,0,3.0,TA,
2293,20,RL,13891,Pave,AllPub,1Fam,9,5,Ex,2007,Ex,TA,2552.0,GasA,2552,0,3.0,TA,
2294,60,RL,13654,Pave,AllPub,1Fam,9,5,Ex,2005,Gd,TA,1704.0,GasA,1722,1036,3.0,TA,
2295,20,RL,17169,Pave,AllPub,1Fam,10,5,Ex,2007,Ex,TA,2320.0,GasA,2290,0,3.0,TA,
2296,60,RL,16659,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,1582.0,GasA,1582,570,2.0,TA,
2297,60,RL,9709,Pave,AllPub,1Fam,8,5,Ex,2007,Ex,TA,918.0,GasA,958,1142,3.0,TA,
2298,20,RL,13615,Pave,AllPub,1Fam,9,5,Ex,2006,Ex,TA,1802.0,GasA,1802,0,3.0,TA,
2299,60,RL,13069,Pave,AllPub,1Fam,8,5,Gd,2004,Gd,TA,1706.0,GasA,1718,1238,3.0,TA,
2300,60,RL,14277,Pave,AllPub,1Fam,8,5,Ex,2003,Gd,TA,1317.0,GasA,1217,1168,3.0,TA,
2301,60,RL,12568,Pave,AllPub,1Fam,8,5,Ex,2007,Gd,TA,895.0,GasA,895,923,3.0,TA,
2302,20,RL,9926,Pave,AllPub,1Fam,7,5,Gd,2005,Gd,TA,1614.0,GasA,1614,0,3.0,TA,
2303,20,RL,9254,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,1721.0,GasA,1721,0,2.0,TA,
2304,60,RL,10732,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1298.0,GasA,1298,530,3.0,TA,
2305,120,RL,3901,Pave,AllPub,Twnhs,6,5,Gd,2005,Gd,TA,1302.0,GasA,1302,0,2.0,TA,
2306,120,RL,3903,Pave,AllPub,Twnhs,6,5,Gd,2005,Gd,TA,1302.0,GasA,1302,0,2.0,TA,
2307,120,RL,6289,Pave,AllPub,TwnhsE,6,5,Gd,2005,Gd,TA,1362.0,GasA,1362,0,2.0,TA,
2308,120,RL,4590,Pave,AllPub,Twnhs,8,5,Gd,2006,Gd,TA,1554.0,GasA,1554,0,2.0,TA,
2309,120,RL,7841,Pave,AllPub,TwnhsE,9,5,Ex,2005,Ex,TA,1577.0,GasA,1577,0,2.0,TA,
2310,120,RL,6240,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1324.0,GasA,1324,0,2.0,TA,
2311,120,RL,3242,Pave,AllPub,TwnhsE,7,5,Gd,2003,Gd,TA,1405.0,GasA,1405,0,2.0,TA,
2312,60,RL,15810,Pave,AllPub,1Fam,6,5,Gd,2007,Gd,TA,768.0,GasA,768,728,2.0,TA,
2313,60,RL,10237,Pave,AllPub,1Fam,6,5,Gd,2005,Gd,TA,768.0,GasA,768,768,2.0,TA,
2314,60,RL,13204,Pave,AllPub,1Fam,7,5,Gd,2006,TA,TA,608.0,GasA,608,850,2.0,TA,
2315,60,RL,8857,Pave,AllPub,1Fam,6,5,Gd,2006,Gd,TA,738.0,GasA,738,757,2.0,TA,
2316,60,RL,9729,Pave,AllPub,1Fam,6,5,Gd,2006,Gd,TA,698.0,GasA,698,1048,3.0,TA,
2317,20,RL,12216,Pave,AllPub,1Fam,6,5,Gd,2005,TA,TA,1326.0,GasA,1326,0,2.0,TA,
2318,60,RL,8229,Pave,AllPub,1Fam,6,5,Gd,2007,Gd,TA,752.0,GasA,752,752,2.0,TA,
2319,60,RL,7713,Pave,AllPub,1Fam,7,5,Gd,2007,Gd,TA,728.0,GasA,728,728,2.0,TA,
2320,20,RL,7697,Pave,AllPub,1Fam,7,6,Gd,2007,Gd,TA,1246.0,GasA,1258,0,2.0,TA,
2321,120,RL,3621,Pave,AllPub,TwnhsE,8,5,Gd,2003,Gd,TA,1406.0,GasA,1589,0,3.0,TA,
2322,20,RL,3710,Pave,AllPub,1Fam,7,5,Gd,2007,Gd,TA,1266.0,GasA,1266,0,2.0,TA,
2323,80,RL,16219,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,835.0,GasA,1119,0,2.0,TA,
2324,80,RL,11084,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,384.0,GasA,744,630,2.0,TA,
2325,20,RL,10936,Pave,AllPub,1Fam,7,5,Gd,2006,Gd,TA,1510.0,GasA,1525,0,2.0,TA,
2326,80,RL,11950,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,384.0,GasA,754,640,2.0,TA,
2327,60,RL,7875,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,847.0,GasA,847,1101,2.0,TA,
2328,60,RL,8740,Pave,AllPub,1Fam,7,5,Gd,2002,Gd,TA,854.0,GasA,864,1131,2.0,TA,
2329,60,RL,9487,Pave,AllPub,1Fam,6,5,Gd,2000,TA,TA,915.0,GasA,940,750,2.0,TA,
2330,60,RL,9649,Pave,AllPub,1Fam,6,5,Gd,1999,TA,TA,941.0,GasA,961,683,2.0,TA,
2331,60,RL,12191,Pave,AllPub,1Fam,8,5,Gd,1997,Gd,TA,1779.0,GasA,1779,772,3.0,TA,
2332,60,RL,10557,Pave,AllPub,1Fam,9,5,Ex,1998,Gd,TA,1408.0,GasA,1671,1407,3.0,TA,
2333,60,RL,11002,Pave,AllPub,1Fam,8,5,Gd,1998,Gd,TA,1389.0,GasA,1411,1171,3.0,TA,
2334,60,RL,10790,Pave,AllPub,1Fam,7,5,Gd,1998,Gd,TA,1066.0,GasA,1108,1277,3.0,TA,
2335,60,RL,11762,Pave,AllPub,1Fam,8,5,Ex,1992,Gd,TA,1105.0,GasA,1105,1097,2.0,TA,
2336,60,RL,9044,Pave,AllPub,1Fam,8,5,Gd,1996,Gd,Gd,1325.0,GasA,1335,1203,3.0,TA,
2337,20,RL,9910,Pave,AllPub,1Fam,7,6,Gd,2007,Gd,TA,1369.0,GasA,1369,0,2.0,TA,
2338,20,RL,11830,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,1542.0,GasA,1542,0,3.0,TA,
2339,20,RL,10612,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1524.0,GasA,1534,0,2.0,TA,
2340,20,RL,12291,Pave,AllPub,1Fam,10,5,Ex,2007,Ex,TA,1966.0,GasA,1966,0,3.0,TA,
2341,20,RL,9965,Pave,AllPub,1Fam,7,5,Gd,2007,Gd,TA,1528.0,GasA,1528,0,2.0,TA,
2342,20,RL,8847,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,1538.0,GasA,1538,0,2.0,TA,
2343,20,RL,8251,Pave,AllPub,1Fam,7,5,Gd,2005,Gd,TA,1494.0,GasA,1506,0,2.0,TA,
2344,60,RL,9605,Pave,AllPub,1Fam,7,5,Gd,2006,Gd,TA,982.0,GasA,982,995,3.0,TA,
2345,60,RL,8778,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1302.0,GasA,1302,528,3.0,TA,
2346,20,FV,8640,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,1338.0,GasA,1338,0,2.0,TA,
2347,20,FV,9000,Pave,AllPub,1Fam,7,5,Gd,2006,Gd,TA,1335.0,GasA,1335,0,2.0,TA,
2348,60,FV,8640,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,896.0,GasA,896,896,2.0,TA,
2349,60,FV,10411,Pave,AllPub,1Fam,5,5,Gd,2007,Gd,TA,725.0,GasA,725,863,2.0,TA,
2350,60,FV,12217,Pave,AllPub,1Fam,8,5,Ex,2007,Gd,TA,955.0,GasA,955,925,3.0,TA,
2351,20,FV,10440,Pave,AllPub,1Fam,8,5,Gd,2007,Ex,TA,1574.0,GasA,1584,0,2.0,TA,
2352,20,FV,11824,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1685.0,GasA,1685,0,3.0,TA,
2353,60,FV,10625,Pave,AllPub,1Fam,6,5,Gd,2004,Gd,TA,1158.0,GasA,1158,1285,3.0,TA,
2354,20,RL,7500,Pave,AllPub,1Fam,6,5,Gd,2006,TA,TA,1100.0,GasA,1100,0,0.0,,
2355,20,RL,7500,Pave,AllPub,1Fam,7,5,Gd,2006,Gd,TA,1143.0,GasA,1143,0,0.0,,
2356,20,RL,12450,Pave,AllPub,1Fam,5,5,Gd,2003,Gd,TA,1094.0,GasA,1094,0,2.0,TA,
2357,20,RL,7441,Pave,AllPub,1Fam,7,5,Gd,2006,Gd,TA,1461.0,GasA,1486,0,2.0,TA,
2358,60,RL,11613,Pave,AllPub,1Fam,6,5,Gd,1993,Gd,TA,864.0,GasA,920,900,2.0,TA,
2359,160,RL,8012,Pave,AllPub,TwnhsE,6,5,TA,1980,TA,TA,630.0,GasA,630,636,1.0,TA,
2360,20,RL,6285,Pave,AllPub,1Fam,5,5,Gd,1977,TA,TA,894.0,GasA,894,0,1.0,TA,
2361,20,RL,7476,Pave,AllPub,1Fam,5,7,TA,1968,TA,TA,1040.0,GasA,1040,0,2.0,TA,
2362,60,RL,19522,Pave,AllPub,1Fam,7,5,Gd,1990,Gd,TA,1223.0,GasA,1271,1232,2.0,TA,
2363,20,RL,10751,Pave,AllPub,1Fam,5,5,Fa,1974,TA,TA,1037.0,GasA,1037,0,2.0,TA,
2364,20,RL,12712,Pave,AllPub,1Fam,6,7,Gd,1973,TA,TA,1044.0,GasA,1055,0,2.0,TA,
2365,120,FV,4379,Pave,AllPub,TwnhsE,8,5,Gd,2004,Gd,TA,1378.0,GasA,1378,0,2.0,TA,
2366,120,FV,3523,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1141.0,GasA,1151,0,2.0,TA,
2367,120,FV,3784,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1511.0,GasA,1565,0,2.0,TA,
2368,120,FV,3606,Pave,AllPub,TwnhsE,7,5,Ex,2006,Gd,TA,1352.0,GasA,1352,0,2.0,TA,
2369,120,FV,5330,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1550.0,GasA,1550,0,2.0,TA,
2370,160,FV,2280,Pave,AllPub,Twnhs,6,5,Gd,1999,TA,TA,744.0,GasA,757,744,2.0,TA,
2371,160,FV,2117,Pave,AllPub,Twnhs,6,5,Gd,2000,Gd,TA,756.0,GasA,769,804,2.0,TA,
2372,20,FV,7321,Pave,AllPub,1Fam,7,5,Gd,1999,Gd,TA,1339.0,GasA,1358,0,2.0,TA,
2373,60,FV,8010,Pave,AllPub,1Fam,8,5,Ex,2003,Gd,TA,1054.0,GasA,1072,976,2.0,TA,
2374,60,FV,8413,Pave,AllPub,1Fam,8,5,Ex,1998,Gd,Gd,1220.0,GasA,1220,1142,2.0,TA,
2375,120,RL,9466,Pave,AllPub,TwnhsE,8,5,Gd,1994,Gd,TA,1494.0,GasA,1494,0,2.0,TA,
2376,20,RL,12000,Pave,AllPub,1Fam,7,6,Gd,1980,Gd,TA,2002.0,GasA,2362,0,2.0,TA,
2377,20,RL,17778,Pave,AllPub,1Fam,8,5,Gd,1981,Gd,TA,2461.0,GasA,2497,0,2.0,TA,
2378,20,RL,11700,Pave,AllPub,1Fam,6,6,TA,1968,TA,TA,912.0,GasA,1152,0,2.0,TA,
2379,60,RL,8000,Pave,AllPub,1Fam,6,6,TA,1970,TA,TA,1008.0,GasA,1403,1008,2.0,TA,
2380,85,RL,8723,Pave,AllPub,1Fam,6,6,Gd,1969,TA,TA,973.0,GasA,1082,0,2.0,TA,
2381,20,RL,11700,Pave,AllPub,1Fam,6,5,Gd,1968,TA,TA,1295.0,GasA,1295,0,2.0,TA,
2382,20,RL,11358,Pave,AllPub,1Fam,7,7,TA,1972,TA,TA,1124.0,GasA,1610,0,2.0,TA,
2383,20,RL,9547,Pave,AllPub,1Fam,7,6,Gd,1993,TA,TA,1594.0,GasA,1594,0,2.0,TA,
2384,60,RL,10530,Pave,AllPub,1Fam,7,6,Gd,1993,Gd,TA,1148.0,GasA,1091,984,2.0,TA,
2385,20,RL,10738,Pave,AllPub,1Fam,6,7,TA,1966,TA,TA,1093.0,GasA,1093,0,2.0,TA,
2386,20,RL,10800,Pave,AllPub,1Fam,6,5,TA,1963,TA,TA,1052.0,GasA,1052,0,1.0,TA,
2387,20,RL,8050,Pave,AllPub,1Fam,5,6,TA,1967,TA,TA,949.0,GasA,1107,0,1.0,TA,
2388,90,RL,10899,Pave,AllPub,Duplex,4,5,,1964,TA,TA,0.0,GasA,1224,0,3.0,TA,
2389,20,RL,7450,Pave,AllPub,1Fam,5,5,TA,1956,TA,TA,894.0,GasA,1074,0,2.0,TA,
2390,20,RL,14357,Pave,AllPub,1Fam,5,5,TA,1961,TA,TA,864.0,GasA,1187,0,2.0,TA,
2391,20,RL,8243,Pave,AllPub,1Fam,5,7,TA,1961,TA,Gd,964.0,GasA,964,0,2.0,TA,
2392,20,RL,8680,Pave,AllPub,1Fam,5,7,TA,1960,TA,TA,894.0,GasA,894,0,1.0,TA,
2393,20,RL,8800,Pave,AllPub,1Fam,7,6,TA,1966,TA,TA,1174.0,GasA,1200,0,2.0,TA,
2394,80,RL,9200,Pave,AllPub,1Fam,6,5,TA,1965,TA,TA,1042.0,GasA,1042,0,2.0,TA,
2395,60,RL,8800,Pave,AllPub,1Fam,6,7,TA,1964,TA,Gd,845.0,GasA,845,1309,2.0,TA,
2396,20,RL,11382,Pave,AllPub,1Fam,6,5,TA,1964,TA,TA,1130.0,GasA,1374,0,1.0,TA,
2397,20,RL,22002,Pave,AllPub,1Fam,6,7,TA,1959,TA,Gd,1592.0,GasA,1652,0,2.0,TA,
2398,45,RL,12172,Pave,AllPub,1Fam,5,7,TA,1940,TA,TA,822.0,GasA,908,0,2.0,TA,
2399,20,RL,5000,Pave,AllPub,1Fam,3,3,Fa,1946,Fa,Fa,666.0,GasA,666,0,0.0,,
2400,50,RL,3500,Pave,AllPub,1Fam,3,5,TA,1945,TA,TA,370.0,GasA,442,228,0.0,,
2401,20,RL,5175,Pave,AllPub,1Fam,5,8,TA,1958,TA,TA,808.0,GasA,808,0,1.0,TA,
2402,20,RL,9600,Pave,AllPub,1Fam,5,6,TA,1955,TA,Gd,1078.0,GasA,1150,0,1.0,TA,
2403,90,RL,8668,Pave,AllPub,Duplex,5,5,TA,1968,TA,TA,1560.0,GasA,1560,0,3.0,TA,
2404,85,RL,10050,Pave,AllPub,1Fam,5,6,TA,1966,TA,TA,793.0,GasA,1280,0,2.0,TA,
2405,80,RL,9600,Pave,AllPub,1Fam,6,5,TA,1961,TA,TA,1218.0,GasA,1254,0,2.0,TA,
2406,20,RL,8760,Pave,AllPub,1Fam,6,7,TA,1957,TA,TA,936.0,GasA,936,0,1.0,TA,
2407,20,RL,6860,Pave,AllPub,1Fam,5,6,TA,1956,TA,TA,1008.0,GasA,1008,0,1.0,TA,
2408,20,RL,8250,Pave,AllPub,1Fam,5,7,TA,1963,TA,TA,1053.0,GasA,1053,0,2.0,TA,
2409,20,RL,9100,Pave,AllPub,1Fam,5,5,TA,1960,TA,TA,1144.0,GasA,1144,0,1.0,TA,
2410,20,RL,9736,Pave,AllPub,1Fam,6,6,TA,1957,TA,TA,1331.0,GasA,1721,0,2.0,TA,
2411,20,RL,9770,Pave,AllPub,1Fam,5,5,TA,1957,TA,TA,922.0,GasA,922,0,1.0,TA,
2412,20,RL,12198,Pave,AllPub,1Fam,5,6,TA,1955,TA,TA,1204.0,GasA,1411,0,1.0,TA,
2413,20,RL,10050,Pave,AllPub,1Fam,5,5,TA,1955,TA,TA,1216.0,GasA,1216,0,1.0,TA,
2414,20,RL,11556,Pave,AllPub,1Fam,5,9,TA,1953,TA,Ex,864.0,GasA,1154,0,1.0,TA,
2415,90,RL,8078,Pave,AllPub,Duplex,5,5,TA,1958,TA,TA,1560.0,GasA,1560,0,2.0,TA,
2416,20,RL,10950,Pave,AllPub,1Fam,6,6,TA,1952,TA,TA,948.0,GasA,948,0,2.0,TA,
2417,20,RL,7942,Pave,AllPub,1Fam,6,7,TA,1953,TA,TA,1040.0,GasA,1040,0,1.0,TA,
2418,20,RL,8540,Pave,AllPub,1Fam,5,8,TA,1956,TA,Gd,925.0,GasA,925,0,1.0,TA,
2419,50,RL,7150,Pave,AllPub,1Fam,4,4,TA,1955,TA,TA,1190.0,GasA,1040,500,1.0,TA,
2420,20,RL,8400,Pave,AllPub,1Fam,5,5,TA,1955,TA,Gd,923.0,GasA,925,0,1.0,TA,
2421,20,RL,9532,Pave,AllPub,1Fam,4,6,TA,1953,TA,TA,1105.0,GasA,1647,0,1.0,TA,
2422,20,RL,15783,Pave,AllPub,1Fam,5,5,TA,1952,TA,TA,924.0,GasA,924,0,1.0,TA,
2423,50,RL,14190,Pave,AllPub,1Fam,4,7,Fa,1890,Gd,Gd,925.0,GasA,1000,544,0.0,,
2424,50,RL,12099,Pave,AllPub,1Fam,5,6,TA,1953,TA,TA,1216.0,GasA,1216,0,1.0,TA,
2425,70,RL,21281,Pave,AllPub,1Fam,5,4,TA,1935,TA,TA,666.0,GasA,1308,1778,3.0,TA,
2426,50,RL,10284,Pave,AllPub,1Fam,4,7,TA,1925,TA,TA,1151.0,GasA,845,436,2.0,TA,
2427,70,RL,10800,Pave,AllPub,1Fam,5,9,Gd,1895,TA,Gd,736.0,GasA,751,783,0.0,,
2428,80,RL,10090,Pave,AllPub,1Fam,7,5,TA,1963,TA,TA,725.0,GasA,1035,616,1.0,TA,
2429,20,RL,8700,Pave,AllPub,1Fam,5,7,TA,1961,TA,TA,920.0,GasA,888,0,1.0,TA,
2430,20,RL,8300,Pave,AllPub,1Fam,6,6,TA,1968,TA,TA,952.0,GasA,952,0,1.0,TA,
2431,20,RL,7200,Pave,AllPub,1Fam,5,3,TA,1950,TA,TA,864.0,GasA,1238,0,1.0,TA,
2432,20,RL,7500,Pave,AllPub,1Fam,5,7,TA,1959,TA,TA,1040.0,GasA,1040,0,1.0,TA,
2433,20,RL,7315,Pave,AllPub,1Fam,5,6,TA,1958,TA,TA,1170.0,GasA,1170,0,1.0,TA,
2434,20,RL,7903,Pave,AllPub,1Fam,5,5,TA,1960,TA,TA,1242.0,GasA,1242,0,1.0,TA,
2435,20,RL,8000,Pave,AllPub,1Fam,5,5,TA,1960,TA,TA,1377.0,GasA,1377,0,1.0,TA,
2436,20,RL,7000,Pave,AllPub,1Fam,5,6,,1961,TA,TA,0.0,GasA,925,0,1.0,TA,
2437,20,RL,6600,Pave,AllPub,1Fam,5,5,TA,1962,TA,TA,864.0,GasA,864,0,1.0,TA,
2438,85,RL,6760,Pave,AllPub,1Fam,5,5,TA,1962,TA,TA,896.0,GasA,936,0,1.0,TA,
2439,30,RM,6978,Pave,AllPub,1Fam,5,7,TA,1926,Gd,Gd,850.0,GasA,960,0,2.0,TA,
2440,50,RM,6000,Pave,AllPub,1Fam,6,6,TA,1927,TA,TA,845.0,GasA,866,430,2.0,TA,
2441,30,RM,4480,Pave,AllPub,1Fam,5,5,Fa,1922,TA,TA,1022.0,GasA,1022,0,1.0,Fa,
2442,30,RM,3153,Pave,AllPub,1Fam,5,6,TA,1920,TA,TA,967.0,GasA,967,0,1.0,TA,
2443,30,RM,7200,Pave,AllPub,1Fam,5,8,TA,1940,TA,TA,808.0,GasA,1072,0,2.0,TA,
2444,50,RM,9000,Pave,AllPub,1Fam,5,8,TA,1900,TA,TA,680.0,GasA,680,494,2.0,TA,
2445,50,RM,5925,Pave,AllPub,1Fam,4,6,Fa,1900,TA,TA,570.0,GasA,761,380,1.0,Fa,
2446,70,RM,9639,Pave,AllPub,1Fam,4,8,TA,1900,TA,TA,1075.0,GasA,1156,642,2.0,TA,
2447,70,RM,10337,Pave,AllPub,1Fam,8,9,TA,1910,Gd,Gd,725.0,GasA,909,863,2.0,TA,
2448,70,RM,9863,Pave,AllPub,1Fam,6,6,TA,1927,TA,TA,728.0,GasA,914,728,1.0,TA,
2449,70,RM,4571,Pave,AllPub,1Fam,5,7,TA,1910,TA,TA,616.0,GasA,616,616,2.0,Fa,
2450,50,RM,8398,Pave,AllPub,1Fam,6,8,Gd,1910,TA,TA,926.0,GasA,991,659,2.0,TA,
2451,70,RM,3600,Pave,AllPub,1Fam,5,7,TA,1930,TA,Gd,687.0,GasA,687,671,1.0,TA,
2452,75,RM,13500,Pave,AllPub,1Fam,7,8,TA,1879,TA,Gd,819.0,GasA,1312,1142,2.0,TA,
2453,20,RM,8626,Pave,AllPub,1Fam,4,6,,1956,TA,TA,0.0,GasA,968,0,1.0,TA,
2454,80,RM,11800,Pave,AllPub,1Fam,4,7,,1949,TA,TA,0.0,GasA,1382,0,1.0,TA,
2455,40,RL,6854,Pave,AllPub,1Fam,5,7,TA,1925,TA,Gd,756.0,GasA,916,144,1.0,TA,
2456,50,RM,8674,Pave,AllPub,1Fam,5,6,Fa,1950,TA,TA,910.0,GasA,910,525,1.0,TA,
2457,50,RM,6125,Pave,AllPub,1Fam,5,7,TA,1939,TA,Gd,728.0,GasA,728,546,1.0,TA,
2458,70,RM,6000,Pave,AllPub,1Fam,6,6,TA,1939,TA,TA,600.0,GasA,608,624,1.0,TA,
2459,45,RM,6120,Pave,AllPub,1Fam,5,7,TA,1939,Gd,TA,884.0,GasA,884,0,1.0,TA,
2460,50,RM,6240,Pave,AllPub,1Fam,6,5,TA,1938,TA,TA,861.0,GasA,861,548,2.0,TA,
2461,50,RM,6240,Pave,AllPub,1Fam,5,8,TA,1939,TA,Gd,672.0,GasA,899,423,1.0,TA,
